"","strategy","QALYs","cost","sample","grp"
"1577","st_Oseltamivir",-0.00196039643193546,403.486887875933,526,"Group 1"
"1578","st_Current",-0.0027343484399866,328.701396267836,526,"Group 1"
"1579","st_Baloxavir",-0.00170529329618588,315.694754787471,527,"Group 1"
"1580","st_Oseltamivir",-0.00241749989360239,294.463796266505,527,"Group 1"
"1581","st_Current",-0.00328228932233451,229.470850910619,527,"Group 1"
"1582","st_Baloxavir",-0.00175608186670657,363.423775450717,528,"Group 1"
"1583","st_Oseltamivir",-0.00217512757362315,337.151153841612,528,"Group 1"
"1584","st_Current",-0.00352989449573908,273.054938437609,528,"Group 1"
"1585","st_Baloxavir",-0.00169686566980839,389.983922567355,529,"Group 1"
"1586","st_Oseltamivir",-0.00228606143813515,355.607394427018,529,"Group 1"
"1587","st_Current",-0.00328843467352363,290.768076307595,529,"Group 1"
"1588","st_Baloxavir",-0.00208017622456179,351.073712927912,530,"Group 1"
"1589","st_Oseltamivir",-0.0026527575878345,335.066263998797,530,"Group 1"
"1590","st_Current",-0.00381851977330941,260.00900466474,530,"Group 1"
"1591","st_Baloxavir",-0.0023721056962327,402.339882298055,531,"Group 1"
"1592","st_Oseltamivir",-0.00283320640040301,388.547833390637,531,"Group 1"
"1593","st_Current",-0.00392162458684192,305.813148757603,531,"Group 1"
"1594","st_Baloxavir",-0.00162876709008305,371.980281534219,532,"Group 1"
"1595","st_Oseltamivir",-0.00234148826480949,340.470557915841,532,"Group 1"
"1596","st_Current",-0.00325499267299623,269.532854862969,532,"Group 1"
"1597","st_Baloxavir",-0.00140449319845512,480.501632191099,533,"Group 1"
"1598","st_Oseltamivir",-0.00187637666308817,436.896910985863,533,"Group 1"
"1599","st_Current",-0.00258799165181327,375.012647188622,533,"Group 1"
"1600","st_Baloxavir",-0.00192187607670219,427.956848567378,534,"Group 1"
"1601","st_Oseltamivir",-0.00235900730690107,406.780889421278,534,"Group 1"
"1602","st_Current",-0.00354632004888004,329.511224479964,534,"Group 1"
"1603","st_Baloxavir",-0.00193778948024335,406.026075911655,535,"Group 1"
"1604","st_Oseltamivir",-0.00247535338078349,395.264345668917,535,"Group 1"
"1605","st_Current",-0.00349323908001716,314.801524638344,535,"Group 1"
"1606","st_Baloxavir",-0.00149481651263816,310.054651020794,536,"Group 1"
"1607","st_Oseltamivir",-0.00219776982400286,272.804835554893,536,"Group 1"
"1608","st_Current",-0.00270272777889124,212.570966912117,536,"Group 1"
"1609","st_Baloxavir",-0.00150799997984978,434.080034199021,537,"Group 1"
"1610","st_Oseltamivir",-0.00216983203261533,442.777849958147,537,"Group 1"
"1611","st_Current",-0.00298834169823215,350.649091264876,537,"Group 1"
"1612","st_Baloxavir",-0.0015792131199747,369.134177919743,538,"Group 1"
"1613","st_Oseltamivir",-0.00215746650765783,335.908522124045,538,"Group 1"
"1614","st_Current",-0.0033425099987641,274.623668099919,538,"Group 1"
"1615","st_Baloxavir",-0.00161773618112016,429.324970140421,539,"Group 1"
"1616","st_Oseltamivir",-0.00209564971229324,410.036485996025,539,"Group 1"
"1617","st_Current",-0.00323647487054434,330.517495560592,539,"Group 1"
"1618","st_Baloxavir",-0.00161781104729817,337.000021060575,540,"Group 1"
"1619","st_Oseltamivir",-0.0023196902482978,308.312157953154,540,"Group 1"
"1620","st_Current",-0.00278793311794825,230.680195403983,540,"Group 1"
"1621","st_Baloxavir",-0.0022367965267495,351.809902944386,541,"Group 1"
"1622","st_Oseltamivir",-0.00271798866385458,321.283431355223,541,"Group 1"
"1623","st_Current",-0.00409303606425827,245.313589492061,541,"Group 1"
"1624","st_Baloxavir",-0.00157569680565768,371.003267875571,542,"Group 1"
"1625","st_Oseltamivir",-0.00229854062528632,350.071703093974,542,"Group 1"
"1626","st_Current",-0.00301303612253286,271.550920071283,542,"Group 1"
"1627","st_Baloxavir",-0.00199751663869176,422.486313020224,543,"Group 1"
"1628","st_Oseltamivir",-0.00279733264792109,427.999293833933,543,"Group 1"
"1629","st_Current",-0.00408242234615203,331.119479253329,543,"Group 1"
"1630","st_Baloxavir",-0.00142059233701157,432.99679656964,544,"Group 1"
"1631","st_Oseltamivir",-0.00211940786315078,404.478800234883,544,"Group 1"
"1632","st_Current",-0.00303377109093803,336.573689143033,544,"Group 1"
"1633","st_Baloxavir",-0.00199648194260339,430.348564383371,545,"Group 1"
"1634","st_Oseltamivir",-0.00226812405293289,393.79622597183,545,"Group 1"
"1635","st_Current",-0.00409800276155187,343.004594127893,545,"Group 1"
"1636","st_Baloxavir",-0.00156307831339541,392.670626387322,546,"Group 1"
"1637","st_Oseltamivir",-0.00217173113152471,393.265828458963,546,"Group 1"
"1638","st_Current",-0.00326785411347436,312.34862365824,546,"Group 1"
"1639","st_Baloxavir",-0.00182284485591642,367.995865417204,547,"Group 1"
"1640","st_Oseltamivir",-0.00230397437851642,358.125662352098,547,"Group 1"
"1641","st_Current",-0.00312318669306056,266.657492055098,547,"Group 1"
"1642","st_Baloxavir",-0.00174286840477905,414.762834167766,548,"Group 1"
"1643","st_Oseltamivir",-0.00235367486226935,419.97551592119,548,"Group 1"
"1644","st_Current",-0.00306563760281033,308.472358508895,548,"Group 1"
"1645","st_Baloxavir",-0.00171811981824699,351.918379091692,549,"Group 1"
"1646","st_Oseltamivir",-0.0020505664712296,332.111210723287,549,"Group 1"
"1647","st_Current",-0.00340310466034038,259.211977936009,549,"Group 1"
"1648","st_Baloxavir",-0.00162457476842546,360.047094006721,550,"Group 1"
"1649","st_Oseltamivir",-0.00216321084843449,332.469222713044,550,"Group 1"
"1650","st_Current",-0.00303760283767257,256.714736829385,550,"Group 1"
"1651","st_Baloxavir",-0.00208361621532767,363.497065999158,551,"Group 1"
"1652","st_Oseltamivir",-0.0029155780691049,353.845090159791,551,"Group 1"
"1653","st_Current",-0.00410488405335905,272.403654749551,551,"Group 1"
"1654","st_Baloxavir",-0.00188479020156292,359.264244844006,552,"Group 1"
"1655","st_Oseltamivir",-0.00225564402056596,314.546135616951,552,"Group 1"
"1656","st_Current",-0.00334770374731946,268.721835659901,552,"Group 1"
"1657","st_Baloxavir",-0.00165957658869069,406.989886001235,553,"Group 1"
"1658","st_Oseltamivir",-0.00226384188277163,399.605572447256,553,"Group 1"
"1659","st_Current",-0.00317662695664826,304.739319061556,553,"Group 1"
"1660","st_Baloxavir",-0.00202322704879091,307.310606047359,554,"Group 1"
"1661","st_Oseltamivir",-0.00256243455091011,288.910946562442,554,"Group 1"
"1662","st_Current",-0.00367873040268901,208.329365760689,554,"Group 1"
"1663","st_Baloxavir",-0.00147326773909186,351.654327744548,555,"Group 1"
"1664","st_Oseltamivir",-0.00215195670741023,322.236552441009,555,"Group 1"
"1665","st_Current",-0.00269211729977158,260.074003228279,555,"Group 1"
"1666","st_Baloxavir",-0.00130867017785586,403.65055378075,556,"Group 1"
"1667","st_Oseltamivir",-0.00160492769632209,387.076966305731,556,"Group 1"
"1668","st_Current",-0.00254801478062362,314.195735762179,556,"Group 1"
"1669","st_Baloxavir",-0.00210511153334046,394.005843903745,557,"Group 1"
"1670","st_Oseltamivir",-0.00254720071453586,350.694864579072,557,"Group 1"
"1671","st_Current",-0.00380025311081599,300.628348905591,557,"Group 1"
"1672","st_Baloxavir",-0.00160999693069262,405.117652286138,558,"Group 1"
"1673","st_Oseltamivir",-0.00221094276955196,379.736184690839,558,"Group 1"
"1674","st_Current",-0.00364375476117964,338.170440169182,558,"Group 1"
"1675","st_Baloxavir",-0.0018102604897245,382.926127001483,559,"Group 1"
"1676","st_Oseltamivir",-0.00224611920639893,363.70026371357,559,"Group 1"
"1677","st_Current",-0.00283683993101533,278.904299998395,559,"Group 1"
"1678","st_Baloxavir",-0.00194373681251882,469.22652660237,560,"Group 1"
"1679","st_Oseltamivir",-0.0025206932644857,483.244538066533,560,"Group 1"
"1680","st_Current",-0.00358771957109901,384.703201331721,560,"Group 1"
"1681","st_Baloxavir",-0.00203704525865505,353.322732429838,561,"Group 1"
"1682","st_Oseltamivir",-0.00264933192991399,347.317812686462,561,"Group 1"
"1683","st_Current",-0.00333028839552341,259.119949433457,561,"Group 1"
"1684","st_Baloxavir",-0.00156403631119721,480.429248049196,562,"Group 1"
"1685","st_Oseltamivir",-0.00216245871404755,454.272400141093,562,"Group 1"
"1686","st_Current",-0.00326416032939574,388.164541205314,562,"Group 1"
"1687","st_Baloxavir",-0.00215772331181369,451.899556360919,563,"Group 1"
"1688","st_Oseltamivir",-0.00273082278063855,400.310235866708,563,"Group 1"
"1689","st_Current",-0.00387199710688641,354.144040398035,563,"Group 1"
"1690","st_Baloxavir",-0.00219651491536695,385.269380735161,564,"Group 1"
"1691","st_Oseltamivir",-0.00238122230430156,355.378239878396,564,"Group 1"
"1692","st_Current",-0.00348777049951595,290.041365402482,564,"Group 1"
"1693","st_Baloxavir",-0.00178193959256546,322.260066501941,565,"Group 1"
"1694","st_Oseltamivir",-0.00235144981107821,323.33972410308,565,"Group 1"
"1695","st_Current",-0.00313531268518883,221.703665940793,565,"Group 1"
"1696","st_Baloxavir",-0.00173289178443819,388.066191359367,566,"Group 1"
"1697","st_Oseltamivir",-0.00246040972513294,356.188786380752,566,"Group 1"
"1698","st_Current",-0.00323254119649287,285.95916253076,566,"Group 1"
"1699","st_Baloxavir",-0.0018239888700108,360.117848172274,567,"Group 1"
"1700","st_Oseltamivir",-0.00221154294521757,348.736320292168,567,"Group 1"
"1701","st_Current",-0.00352568732830075,268.06715715701,567,"Group 1"
"1702","st_Baloxavir",-0.00126918875467647,388.335374396743,568,"Group 1"
"1703","st_Oseltamivir",-0.00175778161982006,400.814803713402,568,"Group 1"
"1704","st_Current",-0.00278484147972574,303.885889381417,568,"Group 1"
"1705","st_Baloxavir",-0.00170377536922103,311.17151611252,569,"Group 1"
"1706","st_Oseltamivir",-0.00227658184744845,268.95652812971,569,"Group 1"
"1707","st_Current",-0.00325578303077637,215.175763025364,569,"Group 1"
"1708","st_Baloxavir",-0.00142974254718029,368.819534285962,570,"Group 1"
"1709","st_Oseltamivir",-0.00218933281628791,338.60207625039,570,"Group 1"
"1710","st_Current",-0.00311868333183945,280.455703984766,570,"Group 1"
"1711","st_Baloxavir",-0.00123170876750104,406.637078353268,571,"Group 1"
"1712","st_Oseltamivir",-0.00193315050884299,372.827265816687,571,"Group 1"
"1713","st_Current",-0.0032971797180805,318.792564698485,571,"Group 1"
"1714","st_Baloxavir",-0.00192759825142892,372.806099412161,572,"Group 1"
"1715","st_Oseltamivir",-0.0028117463621577,340.812672239826,572,"Group 1"
"1716","st_Current",-0.00397414060220248,277.526325381912,572,"Group 1"
"1717","st_Baloxavir",-0.00168934945812047,463.462249024293,573,"Group 1"
"1718","st_Oseltamivir",-0.00197618720089029,446.040135028815,573,"Group 1"
"1719","st_Current",-0.00321202925203015,373.079941310977,573,"Group 1"
"1720","st_Baloxavir",-0.00169359514670327,417.470285709096,574,"Group 1"
"1721","st_Oseltamivir",-0.00220137546848568,409.014976664319,574,"Group 1"
"1722","st_Current",-0.00289468263053287,316.99886331207,574,"Group 1"
"1723","st_Baloxavir",-0.0013634420813796,363.898652648576,575,"Group 1"
"1724","st_Oseltamivir",-0.00174666681229325,339.921885632103,575,"Group 1"
"1725","st_Current",-0.00245355148050034,262.410745213264,575,"Group 1"
"1726","st_Baloxavir",-0.00189402832269018,452.406912820181,576,"Group 1"
"1727","st_Oseltamivir",-0.0023268272960723,456.398554524604,576,"Group 1"
"1728","st_Current",-0.00327501228672591,356.002313860056,576,"Group 1"
"1729","st_Baloxavir",-0.002309383891299,408.168597872059,577,"Group 1"
"1730","st_Oseltamivir",-0.0028889864007245,396.745573980462,577,"Group 1"
"1731","st_Current",-0.00407371899641655,315.255096467456,577,"Group 1"
"1732","st_Baloxavir",-0.00194092647740486,388.090730950117,578,"Group 1"
"1733","st_Oseltamivir",-0.00261784056433238,385.969130781321,578,"Group 1"
"1734","st_Current",-0.00467912884212216,319.256346458235,578,"Group 1"
"1735","st_Baloxavir",-0.00168827559617676,411.591068527976,579,"Group 1"
"1736","st_Oseltamivir",-0.00232783131326951,402.539824708652,579,"Group 1"
"1737","st_Current",-0.00341963656634569,309.754384608998,579,"Group 1"
"1738","st_Baloxavir",-0.00186415556901106,367.911389046813,580,"Group 1"
"1739","st_Oseltamivir",-0.00246625563610216,366.379400041888,580,"Group 1"
"1740","st_Current",-0.00324949645956722,277.950370866644,580,"Group 1"
"1741","st_Baloxavir",-0.00180237998855683,364.18704953839,581,"Group 1"
"1742","st_Oseltamivir",-0.00240280433927762,339.702173332989,581,"Group 1"
"1743","st_Current",-0.00323612629384252,263.091739600064,581,"Group 1"
"1744","st_Baloxavir",-0.00209983750599326,394.448175944195,582,"Group 1"
"1745","st_Oseltamivir",-0.00255922994906418,390.599489839123,582,"Group 1"
"1746","st_Current",-0.00340594525527259,296.258577616687,582,"Group 1"
"1747","st_Baloxavir",-0.00182818078297231,332.955976188405,583,"Group 1"
"1748","st_Oseltamivir",-0.00235910467865305,339.558383059644,583,"Group 1"
"1749","st_Current",-0.00339886661808447,252.290798103054,583,"Group 1"
"1750","st_Baloxavir",-0.00166167688799678,423.76048587062,584,"Group 1"
"1751","st_Oseltamivir",-0.00204782407705489,414.499734155871,584,"Group 1"
"1752","st_Current",-0.00294042425176918,330.518677260529,584,"Group 1"
"1753","st_Baloxavir",-0.00147619758722483,368.486292352703,585,"Group 1"
"1754","st_Oseltamivir",-0.00199980090615243,335.759504638684,585,"Group 1"
"1755","st_Current",-0.00303091220902772,278.465079675524,585,"Group 1"
"1756","st_Baloxavir",-0.00153842997292593,391.302029830089,586,"Group 1"
"1757","st_Oseltamivir",-0.0023614998696089,369.046593191183,586,"Group 1"
"1758","st_Current",-0.00281476833033339,296.94374972938,586,"Group 1"
"1759","st_Baloxavir",-0.00191368129704643,433.378501574206,587,"Group 1"
"1760","st_Oseltamivir",-0.00292283185499914,440.431462225445,587,"Group 1"
"1761","st_Current",-0.00366125499666909,350.737401850148,587,"Group 1"
"1762","st_Baloxavir",-0.00153596208625766,340.239578980205,588,"Group 1"
"1763","st_Oseltamivir",-0.00206001113785055,317.318395327932,588,"Group 1"
"1764","st_Current",-0.00326782747743522,239.418328597727,588,"Group 1"
"1765","st_Baloxavir",-0.00170996266227633,442.711553393883,589,"Group 1"
"1766","st_Oseltamivir",-0.00251326016426009,424.074770147863,589,"Group 1"
"1767","st_Current",-0.00418514891954987,359.282332373651,589,"Group 1"
"1768","st_Baloxavir",-0.00214032859026931,416.085794239588,590,"Group 1"
"1769","st_Oseltamivir",-0.00289217850361952,372.925132294737,590,"Group 1"
"1770","st_Current",-0.00439912912941208,325.360069036728,590,"Group 1"
"1771","st_Baloxavir",-0.00137390821097188,353.359496739752,591,"Group 1"
"1772","st_Oseltamivir",-0.00216349228838884,349.090120712829,591,"Group 1"
"1773","st_Current",-0.00318117035879141,257.36040460071,591,"Group 1"
"1774","st_Baloxavir",-0.00162500179364334,355.962110722063,592,"Group 1"
"1775","st_Oseltamivir",-0.00196013593583873,310.084391946463,592,"Group 1"
"1776","st_Current",-0.00285596223295734,243.943642904449,592,"Group 1"
"1777","st_Baloxavir",-0.00155838960335009,377.190205812834,593,"Group 1"
"1778","st_Oseltamivir",-0.00222720933359219,328.991256216363,593,"Group 1"
"1779","st_Current",-0.0036356171034202,277.980637161641,593,"Group 1"
"1780","st_Baloxavir",-0.00197877710275714,328.911697588473,594,"Group 1"
"1781","st_Oseltamivir",-0.00240419516782284,322.249148827991,594,"Group 1"
"1782","st_Current",-0.00360078287695129,240.106091677701,594,"Group 1"
"1783","st_Baloxavir",-0.00153271561287383,398.042030763359,595,"Group 1"
"1784","st_Oseltamivir",-0.00217017417738477,395.232908566655,595,"Group 1"
"1785","st_Current",-0.00298679583020089,306.179279199486,595,"Group 1"
"1786","st_Baloxavir",-0.00177884848743791,385.379283889973,596,"Group 1"
"1787","st_Oseltamivir",-0.00258384765008453,387.470875255561,596,"Group 1"
"1788","st_Current",-0.00326067700333491,296.581632067101,596,"Group 1"
"1789","st_Baloxavir",-0.00218747090122732,355.009967251149,597,"Group 1"
"1790","st_Oseltamivir",-0.00290306937320857,344.133300454863,597,"Group 1"
"1791","st_Current",-0.00402524045314936,260.515419527919,597,"Group 1"
"1792","st_Baloxavir",-0.00210294642185639,405.127813216345,598,"Group 1"
"1793","st_Oseltamivir",-0.00238039809552105,391.710745774535,598,"Group 1"
"1794","st_Current",-0.00327293191814049,307.160588854006,598,"Group 1"
"1795","st_Baloxavir",-0.0020554845467692,399.161588465978,599,"Group 1"
"1796","st_Oseltamivir",-0.00265013378202253,385.419703546346,599,"Group 1"
"1797","st_Current",-0.00432107873425361,310.987111531752,599,"Group 1"
"1798","st_Baloxavir",-0.00139843249807677,322.35149576753,600,"Group 1"
"1799","st_Oseltamivir",-0.00215897666006824,326.271956297775,600,"Group 1"
"1800","st_Current",-0.0031772216762243,226.399261464996,600,"Group 1"
"1801","st_Baloxavir",-0.00199081150711451,256.997359778301,601,"Group 1"
"1802","st_Oseltamivir",-0.00232605032966669,260.419005525848,601,"Group 1"
"1803","st_Current",-0.00378314538309882,181.789884533914,601,"Group 1"
"1804","st_Baloxavir",-0.00202090429139524,438.286853693915,602,"Group 1"
"1805","st_Oseltamivir",-0.00269209037182188,407.163339765032,602,"Group 1"
"1806","st_Current",-0.00395679492234885,332.186627524854,602,"Group 1"
"1807","st_Baloxavir",-0.0019267431709675,422.827187762929,603,"Group 1"
"1808","st_Oseltamivir",-0.00248332363703557,419.855518482408,603,"Group 1"
"1809","st_Current",-0.00350682821090958,332.972392296202,603,"Group 1"
"1810","st_Baloxavir",-0.00205403730076774,358.523435059099,604,"Group 1"
"1811","st_Oseltamivir",-0.00263004527983437,314.070447929858,604,"Group 1"
"1812","st_Current",-0.00363173610365131,256.449713630387,604,"Group 1"
"1813","st_Baloxavir",-0.00360834859010979,466.839115680096,605,"Group 1"
"1814","st_Oseltamivir",-0.00407182041870714,440.581371055406,605,"Group 1"
"1815","st_Current",-0.00431601799305385,360.332433492982,605,"Group 1"
"1816","st_Baloxavir",-0.00169327113752327,367.971720021195,606,"Group 1"
"1817","st_Oseltamivir",-0.00197134063521725,340.374410162276,606,"Group 1"
"1818","st_Current",-0.00317078753551426,278.681242104753,606,"Group 1"
"1819","st_Baloxavir",-0.00141801430331916,377.669851377708,607,"Group 1"
"1820","st_Oseltamivir",-0.00206649208962186,362.445079999167,607,"Group 1"
"1821","st_Current",-0.0037294076928259,299.093763070862,607,"Group 1"
"1822","st_Baloxavir",-0.00151009316519367,425.127797907288,608,"Group 1"
"1823","st_Oseltamivir",-0.00201677137301645,402.964862204365,608,"Group 1"
"1824","st_Current",-0.00324025819981108,355.252055441574,608,"Group 1"
"1825","st_Baloxavir",-0.00184900965232727,422.551041394033,609,"Group 1"
"1826","st_Oseltamivir",-0.00236339601457433,410.355346333313,609,"Group 1"
"1827","st_Current",-0.00327886390917666,324.463706289032,609,"Group 1"
"1828","st_Baloxavir",-0.00165134603510926,404.258627180963,610,"Group 1"
"1829","st_Oseltamivir",-0.00221174131273013,398.798347482916,610,"Group 1"
"1830","st_Current",-0.00297762016410248,304.720443854277,610,"Group 1"
"1831","st_Baloxavir",-0.00217216503848857,385.435419163849,611,"Group 1"
"1832","st_Oseltamivir",-0.00262425033656862,390.846474265648,611,"Group 1"
"1833","st_Current",-0.00378610088410113,299.250349730219,611,"Group 1"
"1834","st_Baloxavir",-0.00175929701733102,407.241641356261,612,"Group 1"
"1835","st_Oseltamivir",-0.00254545005439717,387.24680170164,612,"Group 1"
"1836","st_Current",-0.00296057557336092,302.493425594879,612,"Group 1"
"1837","st_Baloxavir",-0.00241788773378624,343.096260548565,613,"Group 1"
"1838","st_Oseltamivir",-0.00259750463534468,312.120926149043,613,"Group 1"
"1839","st_Current",-0.00362503950097215,237.114560013533,613,"Group 1"
"1840","st_Baloxavir",-0.00162500669655608,460.750343373838,614,"Group 1"
"1841","st_Oseltamivir",-0.00245090387380131,458.451736361637,614,"Group 1"
"1842","st_Current",-0.00315165630115385,364.940392930911,614,"Group 1"
"1843","st_Baloxavir",-0.00117760728679742,397.08779175317,615,"Group 1"
"1844","st_Oseltamivir",-0.00170021873765191,374.116309711704,615,"Group 1"
"1845","st_Current",-0.00252784744893553,298.307326136007,615,"Group 1"
"1846","st_Baloxavir",-0.00168932984137664,458.435711620932,616,"Group 1"
"1847","st_Oseltamivir",-0.00227519234914814,430.524330494629,616,"Group 1"
"1848","st_Current",-0.00322989088160194,372.465661426594,616,"Group 1"
"1849","st_Baloxavir",-0.0019061436558462,360.924553205782,617,"Group 1"
"1850","st_Oseltamivir",-0.00233184028065346,322.427838075663,617,"Group 1"
"1851","st_Current",-0.00372118760881533,273.800735044738,617,"Group 1"
"1852","st_Baloxavir",-0.00186314217718899,377.962742455625,618,"Group 1"
"1853","st_Oseltamivir",-0.00264819010068062,359.291872348638,618,"Group 1"
"1854","st_Current",-0.00393669391726851,296.492791997256,618,"Group 1"
"1855","st_Baloxavir",-0.00132690178463701,370.237454901359,619,"Group 1"
"1856","st_Oseltamivir",-0.00175380622203863,361.329741284723,619,"Group 1"
"1857","st_Current",-0.00304356376233243,295.040674480195,619,"Group 1"
"1858","st_Baloxavir",-0.00171751813078921,326.221365598671,620,"Group 1"
"1859","st_Oseltamivir",-0.00247307940406315,324.570985381263,620,"Group 1"
"1860","st_Current",-0.00348872398985908,233.520363699547,620,"Group 1"
"1861","st_Baloxavir",-0.00182548470241886,348.908377163383,621,"Group 1"
"1862","st_Oseltamivir",-0.00236725811860019,366.359383987106,621,"Group 1"
"1863","st_Current",-0.00371465570373321,255.541758457365,621,"Group 1"
"1864","st_Baloxavir",-0.00185922160899693,429.609194406228,622,"Group 1"
"1865","st_Oseltamivir",-0.00265326217434554,390.700802288318,622,"Group 1"
"1866","st_Current",-0.00338825675864911,329.087104019879,622,"Group 1"
"1867","st_Baloxavir",-0.00162473517438061,429.223659408319,623,"Group 1"
"1868","st_Oseltamivir",-0.00206451463867858,425.578794349254,623,"Group 1"
"1869","st_Current",-0.0032883354113237,345.217451159276,623,"Group 1"
"1870","st_Baloxavir",-0.0017705682620015,406.24365046627,624,"Group 1"
"1871","st_Oseltamivir",-0.0024113038850444,360.030384214744,624,"Group 1"
"1872","st_Current",-0.00312270876875525,308.685974813901,624,"Group 1"
"1873","st_Baloxavir",-0.00167335519371321,307.911094125517,625,"Group 1"
"1874","st_Oseltamivir",-0.00219966659655721,296.453470935341,625,"Group 1"
"1875","st_Current",-0.00293402910132448,210.799437693869,625,"Group 1"
"1876","st_Baloxavir",-0.00152313486064825,419.207236792153,626,"Group 1"
"1877","st_Oseltamivir",-0.00227567541389741,411.194096359496,626,"Group 1"
"1878","st_Current",-0.00304869586816124,320.453683524638,626,"Group 1"
"1879","st_Baloxavir",-0.00148742183790124,307.337729315208,627,"Group 1"
"1880","st_Oseltamivir",-0.00211439483891911,309.688184018917,627,"Group 1"
"1881","st_Current",-0.00332826298949254,212.912774057951,627,"Group 1"
"1882","st_Baloxavir",-0.00196383622752119,438.384513868332,628,"Group 1"
"1883","st_Oseltamivir",-0.00257632808559064,427.834024304032,628,"Group 1"
"1884","st_Current",-0.00349664740858975,340.738226924888,628,"Group 1"
"1885","st_Baloxavir",-0.00162715191922421,424.153260733806,629,"Group 1"
"1886","st_Oseltamivir",-0.00226990146907034,443.899661081965,629,"Group 1"
"1887","st_Current",-0.00452192667507306,348.395927325325,629,"Group 1"
"1888","st_Baloxavir",-0.00153214178772739,337.633300449797,630,"Group 1"
"1889","st_Oseltamivir",-0.00230067987092364,349.180999362954,630,"Group 1"
"1890","st_Current",-0.00317362413946026,252.93498508356,630,"Group 1"
"1891","st_Baloxavir",-0.00168216391549905,418.75103093487,631,"Group 1"
"1892","st_Oseltamivir",-0.0021189282000899,398.129456927658,631,"Group 1"
"1893","st_Current",-0.00311402301739696,325.523451265035,631,"Group 1"
"1894","st_Baloxavir",-0.00182017901759122,380.265033508046,632,"Group 1"
"1895","st_Oseltamivir",-0.00219522762528775,368.658185547421,632,"Group 1"
"1896","st_Current",-0.00304218839364372,271.666167135435,632,"Group 1"
"1897","st_Baloxavir",-0.00175679550944109,305.340707118379,633,"Group 1"
"1898","st_Oseltamivir",-0.00229020464257238,255.629599021313,633,"Group 1"
"1899","st_Current",-0.00317332435038378,210.598769879048,633,"Group 1"
"1900","st_Baloxavir",-0.0017503737597785,375.186286224798,634,"Group 1"
"1901","st_Oseltamivir",-0.00235802107602459,335.750978226336,634,"Group 1"
"1902","st_Current",-0.00322884901152863,271.693941731913,634,"Group 1"
"1903","st_Baloxavir",-0.0019634759915851,432.455310079234,635,"Group 1"
"1904","st_Oseltamivir",-0.00240619776722465,423.374640075784,635,"Group 1"
"1905","st_Current",-0.00335758635270419,335.499357525405,635,"Group 1"
"1906","st_Baloxavir",-0.00179501194637398,413.114704584304,636,"Group 1"
"1907","st_Oseltamivir",-0.00200126996482079,384.32435142351,636,"Group 1"
"1908","st_Current",-0.00273505597473042,312.315756170629,636,"Group 1"
"1909","st_Baloxavir",-0.00156496396388179,408.806475585166,637,"Group 1"
"1910","st_Oseltamivir",-0.00245076937194609,393.214537539978,637,"Group 1"
"1911","st_Current",-0.00333675320507329,311.533563781571,637,"Group 1"
"1912","st_Baloxavir",-0.001739024542935,447.217905538407,638,"Group 1"
"1913","st_Oseltamivir",-0.00218847074350327,446.380143073642,638,"Group 1"
"1914","st_Current",-0.00291520837401573,345.634981118235,638,"Group 1"
"1915","st_Baloxavir",-0.00172672995216769,470.01890881569,639,"Group 1"
"1916","st_Oseltamivir",-0.00240542813670068,450.587141694176,639,"Group 1"
"1917","st_Current",-0.00336114230736533,378.848943874912,639,"Group 1"
"1918","st_Baloxavir",-0.00182078664532686,406.555695320593,640,"Group 1"
"1919","st_Oseltamivir",-0.00229959500717318,364.080595814503,640,"Group 1"
"1920","st_Current",-0.00314180760925228,295.295425080264,640,"Group 1"
"1921","st_Baloxavir",-0.00172293957018762,373.571319170695,641,"Group 1"
"1922","st_Oseltamivir",-0.0023796924983677,334.796812178776,641,"Group 1"
"1923","st_Current",-0.00297942214224899,273.437552564703,641,"Group 1"
"1924","st_Baloxavir",-0.0018404717495825,309.132992224559,642,"Group 1"
"1925","st_Oseltamivir",-0.00235880017594716,272.548610276972,642,"Group 1"
"1926","st_Current",-0.00325282244615461,207.05735426596,642,"Group 1"
"1927","st_Baloxavir",-0.00153145376806589,429.034655253351,643,"Group 1"
"1928","st_Oseltamivir",-0.00199431239948258,403.046061922022,643,"Group 1"
"1929","st_Current",-0.00287186111126189,342.943401516823,643,"Group 1"
"1930","st_Baloxavir",-0.00142110588309214,362.433134719115,644,"Group 1"
"1931","st_Oseltamivir",-0.00204898504186605,359.834392722209,644,"Group 1"
"1932","st_Current",-0.00259625708983043,272.876391692149,644,"Group 1"
"1933","st_Baloxavir",-0.00297238788431127,443.320223909851,645,"Group 1"
"1934","st_Oseltamivir",-0.00378172819574537,432.159893693829,645,"Group 1"
"1935","st_Current",-0.00414992138674871,341.627829686343,645,"Group 1"
"1936","st_Baloxavir",-0.00177078750376137,321.720828574063,646,"Group 1"
"1937","st_Oseltamivir",-0.00234471100507405,303.108486930541,646,"Group 1"
"1938","st_Current",-0.00315910993983266,232.032292015832,646,"Group 1"
"1939","st_Baloxavir",-0.00200035995313663,408.664049052448,647,"Group 1"
"1940","st_Oseltamivir",-0.00249088668234146,380.511808825345,647,"Group 1"
"1941","st_Current",-0.0036275742153093,321.032151652797,647,"Group 1"
"1942","st_Baloxavir",-0.00155074010835295,366.73411179154,648,"Group 1"
"1943","st_Oseltamivir",-0.00239710258993842,358.052955656331,648,"Group 1"
