"","nsamp","p_True_influ","d_TRAE","d_B","d_O","d_R","d_ILI","d_Com","d_Hos","d_ICU","p_B_Hos","p_B_S","p_B_O","p_B_B","p_B_P","p_O_Suscep_Hos","p_O_Suscep_S","p_O_Suscep_O","p_O_Suscep_B","p_O_Suscep_P","p_O_Res_Hos","p_O_Res_S","p_O_Res_O","p_O_Res_B","p_O_Res_P","p_ICU","p_B_Hos_Death","p_O_Hos_Death","p_O_Res_Hos_Death","q_ICU","q_Hos","q_S","q_O","q_B","q_P","q_ILI","q_TRAE","c_Outpatient","c_Test","c_B","c_O","c_Baseline","c_Inpatient","c_ICU","q_influ","p_HR","d_HR_B","d_HR_O","d_HR_R","d_HR_Hos","p_HR_B_Hos","p_HR_B_S","p_HR_B_O","p_HR_B_B","p_HR_B_P","p_HR_O_Suscep_Hos","p_HR_O_Suscep_S","p_HR_O_Suscep_O","p_HR_O_Suscep_B","p_HR_O_Suscep_P","p_HR_O_Res_Hos","p_HR_O_Res_S","p_HR_O_Res_O","p_HR_O_Res_B","p_HR_O_Res_P","p_HR_ICU","p_HR_B_Hos_Death","p_HR_O_Hos_Death","p_HR_O_Res_Hos_Death"
"319",319,0.999999975513083,7.02262132472543,53.8599245488035,53.7460860948912,80.6923288297251,7.78542453203113,10.0338219173859,2.36640780494523,3.39933265368207,0.00289259304487842,0.000890661401641535,0.00176138907134937,0.0146878358041288,0.000282805177467504,0.0069689283476779,4.81637508221872e-22,0.00178834782010482,0.0263449220427499,3.08449110184185e-36,0.00622979901944237,0.00460100415345546,1.92559193897052e-22,0.0685499435718259,0.0710281676994113,0.0322930739903997,0.0111947281538896,0.0655364910037125,0.0936692187338325,0.575627199974253,0.670861275703348,0.133190510248511,0.161501031121785,0.169225378819125,0.327526960153098,0.236731588956714,0.224415607444849,200.611018918963,60.6181520888453,122.429647248941,116.639748059404,2.18213735536849,710.108818654406,1937.16273115407,0.173923438797538,0.279291406048343,74.1419939277179,81.4479851830702,105.508629887181,4.58217398692088,0.00139043527820451,0.0191208960805511,7.60644159991653e-63,0.00306826912328849,4.44514992313636e-48,0.00775179996425372,0.000217918309911213,0.00399434787843143,0.00994944313623171,0.00368083375994126,0.0178814062374386,0.02081309266273,0.00255808701147482,0.0565377727969484,0.00162400910099772,0.111612165427284,0.0442993391750562,0.0879630743615129,0.129588589366312
"320",320,0.866547257315982,6.29243593200215,47.0786832228585,50.5941134382613,81.5461717626301,7.60394079790292,7.55379821002506,2.96136455186459,5.74574598586533,0.00188848872697247,0.00099859518718475,0.0270550445946912,0.0313413478223181,2.20850929084365e-05,0.00678480414934642,3.28888909900068e-41,0.000137453486566311,0.00161795678173553,4.60774583941398e-85,0.00432366610345492,0.00934695552754689,9.43748880977252e-93,0.0447925426987414,0.0319494467953126,0.0318731276410902,0.0191485325256524,0.0821294790505246,0.0992685130690411,0.438311847500626,0.759365102138532,0.148087863225412,0.18356282289525,0.160677926157176,0.354558971250964,0.275423915943089,0.177767823492879,258.037883490888,62.2777702355679,123.467665888238,109.30153927606,1.35516570780317,620.583339668964,2010.67459706186,0.181209822242176,0.280835182657645,67.6685585015589,78.9515901416913,100.932638689614,4.38889835699963,0.0040773791120741,0.0101869552842743,2.76931626146845e-16,0.0152698529124539,2.22380786641273e-36,0.0111905530749782,0.00924952836250628,0.00197832805685104,0.0302037253163842,0.00730598637060507,0.0200666424768461,0.0256006419717111,0.000685562916041781,0.0517243793454266,0.00122629276012218,0.132978284226699,0.00917993173693443,0.104194002010269,0.125135778270485
"321",321,0.989191454720318,7.16895693364815,49.8763056492604,53.3150127116453,84.1066749695065,7.78720937157609,6.48387323806848,3.09636182906529,1.70924689428184,0.00172358441749407,0.00912100005366402,0.00113196270924659,0.0683142220205711,0.00164644344879155,0.00423236742041841,7.23933043783066e-57,1.84386354537641e-08,0.0151398809612939,6.63992811990454e-173,0.00672728258159929,0.00572296917004851,6.82011967766954e-13,0.0190167644911224,0.0446997146757908,0.0326168331649061,0.0478767329110303,0.0686339763599654,0.102969958999928,0.574527350958442,0.636349383415022,0.167274243188148,0.167703809345271,0.171679183489601,0.208300573348327,0.304489347476188,0.231508154285581,118.720366338307,60.7344855285726,122.186827354182,81.1600689602564,1.9210511494946,693.125708441755,1952.03390722511,0.167534301028465,0.280311610039215,70.5797971602279,78.3692062180615,98.2663440705899,5.72905874866825,0.00374766297414765,0.0189886103946551,6.87279065767504e-39,0.0233320985030043,4.54970262016581e-132,0.00865536895593092,0.00675887569531403,0.000914696863687987,0.0412155465361027,0.000956414329050417,0.0100639176062169,0.0280533577047414,0.00537822117448158,0.0651915584498882,0.0169687361306352,0.131558029852191,0.0931451593949487,0.0830605124436146,0.136954210140436
"322",322,0.999999860611521,10.691176226437,47.4499615095288,51.6811483735725,80.5169915604935,8.03195556928878,7.39424328116907,2.88619240468398,1.96079038031651,0.00243723887697918,0.00911611268033252,0.00131841293398429,0.0131765153525834,0.0011860553636565,0.00420515424669458,3.79924202165656e-24,0.00235319454972862,0.0147043300043764,8.78036744348552e-31,0.00769371830389456,0.000180291102034459,3.77497846184761e-161,0.0268451752304742,0.0286002235172539,0.0362958097219728,0.0318312041652952,0.0647479757119582,0.0933343022679583,0.575064921633983,0.689025965362962,0.147516062978194,0.201796012703838,0.14137387145814,0.526149071356375,0.297561836899843,0.23894785845568,219.259769659064,61.442427139276,120.247829807798,77.8173935939822,2.37836467540083,691.507774605018,1990.33727963638,0.167010812750961,0.279005541855889,83.6879125379474,76.9485477902202,107.294668356171,6.43025109072399,0.00601717682030163,0.0180707519402585,2.46557081504038e-48,0.00820178677776353,3.06595258438074e-54,0.015010326187414,0.00869888667503595,0.000577771372968626,0.0181422394725634,0.000492235200174239,0.0244901779301926,0.0194749577256167,0.00619620606428756,0.0571128340740063,0.00349562900228227,0.13871879730411,0.0458574548568762,0.095598344893627,0.156141764700378
"323",323,0.909865830973008,9.26232838087856,51.5774975405755,53.795740048177,79.7078074945838,7.26464615830671,8.19698592444342,3.49209196997556,1.88451056931571,0.00307975255094042,0.00397966174950065,0.0456419874272951,0.0237192766104984,0.000342965510793272,0.00586136398832391,1.6930894840101e-12,0.000419404981388274,0.0279380213440644,2.98543295322285e-16,0.00758405623409371,0.0100477254323132,5.83483453378505e-66,0.0268010815299772,0.0218334705806231,0.0352556162387314,0.0396780101035318,0.066933040766041,0.0893312050450213,0.550017195974172,0.670054940267561,0.149758556330846,0.148592573193246,0.167002334928888,0.010007762631598,0.174428261631138,0.167365558576603,183.230294056245,54.6345798221576,127.116803486685,105.607286727562,2.05910111942241,652.838993724938,2005.99603073759,0.1816390870591,0.281273750321148,67.666399601134,88.1905031775082,95.4251777089858,7.79049444524553,0.00865252819030533,0.000133521401771172,2.94812182307593e-41,0.0210879775850994,1.24701043158414e-32,0.00979250258551183,0.000860115746048432,0.000148244392623597,0.0405681658645961,0.00185384292834637,0.017712746156454,0.0126954461728327,0.0154539378656398,0.0588075181897655,0.0116653118112094,0.13543399695792,0.0117571548828773,0.098625683772921,0.137910064702124
"324",324,1,5.4505633141618,54.8855189816908,54.0911832680883,83.382675215788,8.07271173743682,11.0524412503567,1.77783321764514,2.35891645419315,0.000977809889940458,0.000224288461353343,0.00132659430818568,0.0153361858672869,0.000757628576933654,0.00573208162719621,4.80823624877606e-20,0.000323915444333981,0.0088287545968732,5.0264470224217e-41,0.00533894537069922,0.00824857713490462,7.73825336720626e-148,0.0202396007805201,0.0168346759320173,0.030690075604089,0.0659774294901182,0.0749187554336631,0.105944782946678,0.565327788045588,0.644860128797036,0.138253464107505,0.125106544605543,0.156883437207842,0.179641579639441,0.234209184843465,0.199076036310112,215.210301760792,59.8782098976047,124.24719487424,73.0473291170716,1.60981899501931,514.589893308699,1909.86749856573,0.211838509491013,0.282007414685261,75.3935814100424,83.6344173079509,100.31896219974,6.89501162064504,0.0037658674462978,0.0219950530924915,1.92273712386721e-45,0.021494701932142,9.63410621737422e-35,0.0098531393118188,0.0293176730425992,0.000734713211267295,0.0276194919543601,0.0132875818903487,0.0169610695092646,0.0264173772181088,0.0141962370847658,0.0876756230038647,0.00131129873162659,0.123731253539733,0.0294799995556436,0.0918322332742861,0.140504960397777
"325",325,0.999999991038968,6.21148180752006,51.8154957546551,53.8020699539894,77.7010398412113,8.37239203346572,8.63689187574721,4.39193720349347,4.11069297577414,0.00623334524095615,0.0029222979690265,0.00107271771795095,0.0315855225573411,0.00078656834029796,0.00605651298435928,2.1407033686372e-12,0.00484650059903404,0.0165876274802593,1.99233392940351e-105,0.00910211812134104,0.00184051884936105,3.89977099342242e-31,0.0354485007752475,0.0214170987318836,0.0350493242166567,0.057834880728005,0.0671133517564609,0.0983767931822356,0.45721205534537,0.695806091126022,0.184493665483387,0.195403474410216,0.138329084180682,0.515325880682714,0.246994572530404,0.180751740289139,334.35207368474,55.9769308350539,119.85742307613,53.6704851551698,1.89538873837868,712.611582105529,1996.86311603148,0.225234116005621,0.281125528995597,73.5154347531386,83.1412968760403,98.1098909635625,5.42391927385689,0.00567367256366828,0.00327587330518169,3.60145461861416e-88,0.0157021991183239,8.83635928295247e-31,0.0113985671051183,0.00222723420528743,0.000336782694928862,0.0126511949357532,0.00769689818508339,0.0252071278811783,0.0198511794145711,0.00276638183487496,0.0522940895401175,0.000474916688397984,0.128694114967108,0.0280302781846231,0.102766664563577,0.156037565143225
"326",326,1,7.65429520220888,52.1079797892776,52.6473718565608,76.1366139365188,7.12115104450575,8.97855016887457,3.25270427276558,4.15310912302983,0.00287811897076847,0.00917378956906511,0.00215664513371891,0.014978612092232,0.000488684399422083,0.00383870072473417,1.76528090487763e-18,4.1826742356188e-06,0.0146233303596551,6.0086082520857e-32,0.00505284228646841,1.65290534773471e-05,6.01331943423247e-32,0.0377964999345724,0.123676985790694,0.0336582581565135,0.0443588241752589,0.0597029657400301,0.0869435804116938,0.591395003736537,0.693075384733483,0.108917205246488,0.134195941994119,0.123518166939092,0.470036969963608,0.295100801893293,0.177714701303456,156.493129792687,60.1953822441445,124.798869975131,107.555611244735,1.50632034731938,776.019888900518,2009.59335245673,0.221607080812053,0.271692531444742,68.3898707522182,91.8268164864587,100.545511289508,4.55500018693851,0.00291516175070825,4.81165578619124e-05,1.53077982508028e-08,0.0078979408575763,0.00112621303380082,0.012971599917363,3.15553116796302e-06,0.00257960279814014,0.0251647445168795,0.00637519312020291,0.0186448985214353,0.0209802684787232,1.65060959040654e-05,0.0793300616567865,0.00045956948450716,0.133125245360095,0.0377016961971838,0.107583748099691,0.153211237317301
"327",327,0.999999991776446,6.18525288668288,53.9923472302969,54.4575525550571,83.2834859990263,8.22971615265569,7.37355051825194,3.18804063114306,3.22516860335102,0.00294513887504872,0.00121020126623151,0.00134705052079651,0.0187050923776368,0.000650215556019534,0.00550021681336317,2.30386083125488e-43,0.000668688686292891,0.025797181448111,5.94220534830395e-97,0.00796262015018062,1.57367150880463e-05,3.89672569015433e-39,0.0793039348189513,0.0718670231782826,0.0354408179626855,0.0299036786901371,0.0682685888273192,0.0918752004946393,0.612804634166812,0.646726048927429,0.142029576979883,0.122056280592895,0.125351101038562,0.223116471713964,0.264683563317718,0.241467592049708,186.720562590698,58.193216811096,122.40450024077,96.5838731263587,2.29696460027672,701.021549538557,2019.23277705763,0.213090242105947,0.283221978593837,66.3744644892667,82.3517056112203,112.525462380622,4.83307209884299,0.00523066058092675,0.00519717381158933,4.07385746547087e-09,0.0238925001980814,1.78808245233435e-41,0.0083646066437829,0.00277961066850725,0.000792422356464713,0.0262672538898026,0.00115918588763631,0.0232981872203925,0.0267721523292412,0.00453118320465973,0.0904539694267321,0.00935934570106151,0.132730577451647,0.109661553747732,0.102342444882489,0.137965631080967
"328",328,1,6.62236747379868,52.46667650514,52.311553326798,78.6555152319324,7.67486656784576,6.77107786619771,4.59964071562139,3.77697729770566,0.0026904385989555,0.00271327742560784,0.00323830327196326,0.0398034358369697,0.00156874068739177,0.00475612901004471,1.71624418635791e-44,0.00798885241466525,0.0138261151385932,1.2247064930524e-149,0.00565434878368546,6.90843966664268e-06,1.40768077525946e-42,0.0186190320640011,0.053399072367964,0.0358117003768907,0.0475785624494243,0.0630123875234117,0.0887096581027895,0.58665332313788,0.670749056258982,0.162658855554681,0.159809785828929,0.179821534493569,0.0211754175888843,0.301690955977333,0.187055099358257,131.103095779136,64.908048224328,122.83551782639,97.3261289477655,1.96657791994893,697.848015963133,1984.98324293925,0.201264414629377,0.27873717377715,68.4116406480541,83.5085352501597,103.524099702034,6.03759618145213,0.00724164892780885,0.00420437422012798,3.74399372928881e-22,0.0117770447406369,2.85548949469057e-23,0.0157488281498661,0.00108859098425009,0.00307217855453585,0.0401925131169955,0.00539940299712378,0.023105309983878,0.0130973757400141,0.000459437178920933,0.0858404484233138,0.00304373630175815,0.145731381178524,0.0152531407666017,0.105239405837576,0.132204596263193
"329",329,0.999987081755945,5.46013995364611,59.2410175886936,55.7956729955138,81.0120721130365,7.13293818789326,8.50214392821522,2.99232528005765,3.05290413715842,0.0024458937437069,0.000874570700143509,0.00751896739835887,0.0569105383872593,0.00216404829911724,0.0041042145763761,6.15890985500394e-32,0.00455683917569317,0.00939173658719051,1.22879886237569e-80,0.00619183971132475,0.000570570158594278,1.32968985396268e-15,0.0308387755495628,0.0629859719852239,0.0406739036235259,0.0701097744903544,0.0621498006376073,0.0933481824591016,0.579024157792386,0.686770293903041,0.130714946570796,0.137739115935242,0.144766164378309,0.265267075979156,0.274297748556589,0.194555752566487,230.387478988816,60.9173106452069,123.433235417214,77.9604832120117,1.90391630242579,547.52314784528,1965.09800081429,0.169995079724053,0.276110322729178,70.9862201378647,77.9670857844574,102.674674739684,5.19994010362076,0.00639901154768149,0.000663799126082372,9.930746741267e-25,0.0387492671588276,9.85191819268408e-33,0.0139634656669569,3.34552106212725e-05,0.00238172853952309,0.0156809787613986,0.000958505245698548,0.0210158107065461,0.0148883020360814,0.00681426452227954,0.0398167842791646,0.00290296212078235,0.119529670153019,0.0587289293173492,0.100364336487483,0.153727838713478
"330",330,0.99999999997353,5.49216059707866,51.3810949236076,54.9283765050437,72.245372662508,7.94297850753452,9.41485243454005,4.99767206502323,3.59529448806041,0.00274183775652805,0.0276828066605343,1.18272243077064e-05,0.0170604104085857,0.0124267763648158,0.00600556854517856,4.12343732861337e-52,0.00112161424924597,0.0290254530994417,9.46332329991399e-67,0.00563053590586479,0.00688362032370947,4.45308721204248e-08,0.0905426239654351,0.029779681382833,0.0343577854109468,0.0317807683151225,0.0748741555937101,0.0960383641027651,0.491800994601053,0.588221371661943,0.157896967386097,0.148914981598532,0.143531420990622,0.321107059675761,0.340794705155071,0.173257328604923,202.181785340881,55.9346267557958,123.019287255201,72.3344059996105,2.27507924294252,622.282089583987,1941.33125583678,0.15498205742669,0.282036714324331,71.1660208604052,91.1360475082759,97.7223379151556,5.22729134723919,0.00411727814942448,0.00477421398928942,1.09443174680718e-20,0.0146762041616111,1.35438455967878e-83,0.0111714662228639,0.00146787275648764,1.84289722506447e-05,0.0228129000639999,0.00568614225777774,0.0246474393127881,0.0204785639415508,0.000424536051728561,0.0660286130330255,0.0207476039868842,0.11851422949863,0.0446060373612717,0.077809467633377,0.122372263993981
"331",331,0.999999999107447,7.96108262087033,55.783185070694,53.3001476800882,86.5242227718383,7.92360413586093,7.9219802093404,4.18915706033989,3.45685188927864,0.00276464526373365,0.0199927297040986,0.0121659201549362,0.0284889767919134,0.0156895345457736,0.00592788502748751,0.0303986431350546,0.00500028122030469,0.00553849002120396,1.01338537035092e-37,0.00620215358883867,0.000456699550303227,5.0811549943962e-21,0.0437233302453071,0.0301915671547527,0.0315541997507069,0.0270684175717635,0.0698357566878635,0.0942241887147742,0.547689017761768,0.708983582298143,0.127624971727802,0.120205647691405,0.124444401935807,0.438346373368171,0.253084176097786,0.193244837739186,187.352491443355,59.1697293524476,122.005364526432,70.9669642780514,1.93145985463056,757.764556351296,2041.84188687997,0.211676235421488,0.272244486701777,77.6705570151181,85.1938567373169,94.2863856973999,4.55913587402718,0.00527655805595721,0.00323232642467037,3.5067103685635e-46,0.0198606615244424,3.62706627928148e-09,0.0101637239063226,0.000818280441543693,2.5162833762974e-07,0.0251648838301783,0.00182309300863949,0.0139513831358143,0.0144450857817046,0.00105743474712295,0.0383880277731114,0.00484960860083963,0.125936903374055,0.0849121200162965,0.0809496061146735,0.15587930992891
"332",332,1,6.42563254654962,59.0382493809161,50.3472201797483,81.0258867409829,7.23940479754798,9.76785739005153,4.86511862665567,2.61525845796434,0.00297991395628603,0.00103603195681589,0.0109481781124218,0.0391857383143728,0.00092599251926179,0.0063146262062501,3.21517030795492e-203,6.58360809811843e-05,0.0179193637133408,4.53975482727322e-37,0.0077170375745328,0.00288030459261237,1.68140787294506e-07,0.0568311287060223,0.0557393373411962,0.0360028968031772,0.0213875157314657,0.0688173443603509,0.0977400680264776,0.475285880396511,0.626494483086147,0.136782881135524,0.193437628567296,0.110800557911898,0.456674479698556,0.351119843020628,0.1996438943171,244.713515958182,60.7244876820441,125.20196655288,100.778513557003,1.85991424957572,674.024506996171,2046.93335532905,0.180435042620359,0.271442883973465,73.1285668114227,81.6234530038458,91.8381970872309,5.67682206188828,0.00480021132800085,0.000138078364722908,1.84762141455386e-18,0.0230286228918454,2.23374960936058e-72,0.0118984648340072,0.00112508657663902,0.00076218404234663,0.0191931202157185,0.00935023462609064,0.0157101167753803,0.0131008686430196,0.000336939779899166,0.0491463228135946,0.00764261781406422,0.122543006875849,0.0164021271070766,0.111514189564286,0.132620780446665
"333",333,0.999998226025017,10.1616547543323,54.6262402212344,52.0723461284924,76.6107780842051,8.30304588363792,10.7645334418129,3.21523712458404,2.73239119776314,0.00176232130551238,0.00782989323478028,2.16787250268202e-05,0.00778154880689437,0.000238095261997783,0.00536988237404307,9.42825142521143e-25,0.00925319679398004,0.00525279855100818,3.78648454787405e-82,0.00625880006820145,0.000379470752625205,1.35689465255006e-10,0.0402763045400554,0.0226860773598507,0.0339083820832203,0.054862277750268,0.0802867264060451,0.0950387368437378,0.60452569965635,0.669382340612751,0.150230951148831,0.173867502864286,0.131197787644709,0.0414584484034444,0.21601214711615,0.227123223755407,226.785567095842,54.2318143504734,124.269401869618,86.0636741442426,2.25669144302739,668.539433818805,2086.93793526817,0.205995240944021,0.281376084571909,74.9562911066333,88.826677950551,105.001689905239,5.40207432468495,0.00392299564182307,0.000608213056247442,4.59201815758945e-66,0.00344937495836162,2.21041336275877e-45,0.00868518979956674,0.0247029535644468,0.00565287086084221,0.0147243883337727,0.00211806694059988,0.0164881144810918,0.0168311093256307,0.00686396846086272,0.0861327517793413,0.0260406369551972,0.120187723456489,0.0326063289909369,0.101966929413812,0.13311236341595
"334",334,0.996324006459681,7.07713744931126,54.065659662053,50.7442826171253,77.2903057779369,8.05882874383438,10.4645702119469,2.60020531793728,2.97996532639055,0.00185715080934957,0.000961400704791628,0.0045799571467433,0.0111721943830181,0.000843842044026241,0.00463290928012206,3.78617550942735e-42,3.54835040703758e-09,0.00695589562613628,6.27675990671061e-78,0.00566930471234506,0.000514476028346954,1.41384010930999e-37,0.0290069274685003,0.0234601511259704,0.0350333836388489,0.0203860140739331,0.0685905230919514,0.107398034106876,0.51682979260056,0.675151565148412,0.14219861311361,0.149999772714007,0.170639091736634,0.192385743192804,0.23345011656907,0.223637189413548,280.657469336599,55.613844922155,126.266023892078,75.1435269904116,1.59539010254466,658.721884327088,2008.15028563424,0.225499315871998,0.276977506747111,71.6128854445602,77.2136487350983,108.178594679111,6.7260265435025,0.00337229567972217,0.00705174588386175,7.26976738003266e-10,0.00998844543132267,6.11438509931862e-55,0.0132427301860156,0.00718713162015654,0.00358029421693971,0.0305816800832463,0.00398871662555405,0.0172733444710638,0.0274388329554032,0.00344765428259115,0.116385337677645,0.00161523874846209,0.135404241639597,0.0278262290970691,0.0973921125891703,0.14220999743214
"335",335,0.999999954348692,6.23153703467174,51.6857869632305,51.3652149963348,78.058291147448,7.59295094015378,6.44923278835068,5.04060757422913,2.83339041518147,0.00253158068155544,0.0100995070016908,0.00023193778085283,0.0157573080593763,1.72024197757497e-07,0.00620491943563234,3.50941563234045e-62,0.00898672609520093,0.0124321430783528,9.84200908877791e-68,0.00740106582792448,0.00544641328614533,3.13867820011675e-31,0.0285840488020132,0.0336666827059801,0.0363031453879333,0.0442039492121159,0.0731577733371125,0.0925440626170238,0.528843850222419,0.748697909332247,0.183204951528169,0.15480312899249,0.137046348268053,0.184924988094993,0.239745044063132,0.158049245336122,165.999759080866,58.4955151622733,124.639070687695,80.531747445927,1.37311739047217,694.940521942187,1940.55360470179,0.178157036037163,0.27915833437332,70.8455172826661,73.3237550226561,99.9609846147389,4.21880013959549,0.00292374838127187,3.83930422593371e-06,7.74658862517616e-111,0.00845064953116196,1.95763556746358e-76,0.0125100688705924,2.40694425257283e-05,0.00159597669033585,0.0481201432539103,0.000125550814498196,0.0144565854429055,0.0479672969071613,0.00454778685705831,0.0446900715630819,0.000352188379225941,0.133427662168927,0.0316201168606548,0.100086944449221,0.13720564506129
"336",336,1,8.42495205676514,52.6200031091166,52.733139875589,78.8355969081873,7.47947175674614,10.4556545883206,3.08397511284573,1.5555129831531,0.00198779838658426,0.00236985795189541,0.00341236837311121,0.0272233717646685,0.0100460177995021,0.00590768759323838,3.62440441605456e-30,8.00468449302753e-05,0.0325026651785862,7.97464934499619e-49,0.00566765906877812,0.05109030581891,2.27854807787004e-47,0.00975035463051286,0.0673488283648433,0.0328089013416897,0.0991264713463802,0.0756356901572468,0.0905526224812092,0.554168511236258,0.695327228418469,0.157114797711356,0.138718941325817,0.157669924913169,0.380447143557031,0.188936828126694,0.168094647340791,217.865420757527,59.5900816740871,126.358304678658,86.8591060680216,1.90622912682153,602.174469946938,1969.76150967153,0.150272926135965,0.282566079135283,74.2605307581387,82.7757220328094,98.3581698860837,6.13450769442262,0.00548471670622212,0.00176051061857851,3.10807980907628e-07,0.0223542257915627,2.72469202661779e-44,0.0134261795742932,0.0140604570655809,1.01137898144593e-05,0.0148558836570783,0.022875079057467,0.0209246770583603,0.0397831879379811,0.0534488013502387,0.034241169006267,0.0168254503628587,0.135299694361873,0.0423019221493177,0.0906723600977387,0.131375385560062
"337",337,1,8.92485723207901,55.859403666614,54.2253038674718,78.1660066382507,8.16950235229703,9.80739931639551,3.34189966614333,2.42623760762957,0.00283649176385857,0.0114276599887442,0.00301777691982646,0.0163874018335061,0.0278556537337633,0.00542457871958069,1.56454967265078e-55,2.19650198017208e-11,0.00767863094005551,1.85944986659373e-40,0.00746023360889115,0.0071226620585781,6.52926277910502e-17,0.0584917008809958,0.0584278525048532,0.0371439684158004,0.0298150234535193,0.0624101385248406,0.0973986371091567,0.50324706619955,0.655952529328723,0.116061064609976,0.165962953599753,0.120445165451911,0.140754354650846,0.237504379260592,0.211995037292784,207.340946327167,56.9187973917939,126.442870168573,110.570102572285,1.87503776254715,632.784734419314,2009.05562113874,0.204412365047836,0.270810617952585,69.3968420608803,62.174392472547,101.101096918378,6.32357214996541,0.00253853727502445,1.99977628406637e-08,5.38743442198803e-69,0.016616436452453,0.00108589943714492,0.013131606653767,0.0017698715458683,0.000828888068903528,0.0218082783422634,0.00264651648120565,0.0179294124468515,0.0106327236821868,0.0250595643030288,0.0657955113355481,0.0161529944018915,0.124593010804385,0.0984003738707976,0.0859031438132053,0.157378293087238
"338",338,0.999999999682852,6.78733724245487,51.1205575669887,51.2149014261638,85.7505764109545,8.0878940210033,11.4734165182869,4.04081757087812,1.88933138587659,0.00316040019679759,0.00459175950409705,0.0021691224220952,0.0152739402672375,0.00196708136163921,0.00573595384371473,3.00731811445363e-14,0.000151949358151229,0.0126406178320242,9.49411880081902e-65,0.00486527577463283,0.00142496780418087,5.6670547170176e-30,0.0376643383113787,0.0547175810018711,0.0363823905572593,0.013534612836901,0.075330736832656,0.078732093617154,0.524406554571978,0.628775521741696,0.110856185218855,0.141914050013357,0.138099976555625,0.147228546732867,0.259570229578406,0.174629653185113,144.863734600714,62.8205220836135,123.664447469149,101.421282728702,2.1657657068559,634.099312193229,1989.79795192747,0.190739390000002,0.280046062697119,77.039136055077,84.3367362874659,104.317453695013,5.81061468556534,0.00650897525747394,9.55134871467703e-06,2.83309645890388e-08,0.0127700196206722,2.35893027617508e-72,0.0125823158239556,0.000103094105174099,2.5614056293455e-08,0.0175421252743491,0.000825694947929582,0.0150874296361875,0.0106501013966859,0.00792068914518684,0.0284147772095664,0.00530367670343643,0.140012770797384,0.0876844186716323,0.0822141297654457,0.157698833322777
"339",339,0.999999999996771,9.04842103490589,58.5304089394867,54.260513135604,76.6966079149253,7.63744592886681,8.35897041052296,4.14768081766138,2.03728058794191,0.00222665593269304,0.0120138023589622,3.10800390881584e-05,0.0421534645312256,0.00897429918989567,0.00693675626931429,2.42431298223896e-09,0.000243005744859728,0.0279364187518982,1.16969814211725e-91,0.00678372418115912,4.66862747388327e-05,6.35408676996831e-56,0.0282535101143296,0.0231965382786883,0.0366749103891583,0.00790791679575169,0.0700514214339938,0.0907917753308083,0.510908563343011,0.658966039523465,0.135815922106296,0.124423872122071,0.162709583914887,0.670215199335773,0.286881987125062,0.144302887129823,177.841223512933,62.069197964179,130.705633769382,87.4392993110669,2.09034392919152,746.669449860474,2010.75573096371,0.178559566507428,0.275730600242415,71.8091130858862,80.6193206297769,92.2605911983335,3.89334115619653,0.00287402530389571,0.000291441709086085,2.80208686486547e-25,0.00364814467537298,6.37195319861321e-67,0.00989472288335325,0.00223417665696533,1.35796159277591e-06,0.0423335977286776,0.0111342376444515,0.0186616850323,0.0193147553542298,0.00427322778926657,0.044405019381621,0.00108607379223274,0.133596611630002,0.100150757703104,0.0979603933732383,0.141785729943042
"340",340,0.999998094665915,8.29095247983905,55.720723822497,53.9388435009165,79.3575496817843,7.70620610040624,7.62267381894814,4.55003119893883,4.2323415257398,0.0009999982506071,0.016475577079953,0.0208907438686333,0.0261106784161255,0.00489124143480358,0.00516100584582062,2.65873605825307e-25,0.000105581899033453,0.0209860774436554,6.08934200041349e-122,0.00716905875039713,0.0151348525944866,2.10444347422424e-18,0.0519000033202974,0.0420521888600587,0.03519023769915,0.0509853741401266,0.0611070989135425,0.100298040328208,0.587802154355558,0.64455721043281,0.185988882416319,0.133939479983733,0.179622637935828,0.266745599508367,0.209972124942161,0.15844111644101,191.118864457864,55.6234986697394,115.837875906009,85.1266834483196,2.1655134386591,615.395131425728,1997.67041293022,0.204475948730756,0.282842234919606,86.3888713266086,78.9912439117684,111.058418879937,4.87667418920556,0.00185297801598917,2.25287546181749e-06,3.18823651546799e-44,0.0502804120814145,0.00104120843442524,0.00993498568877229,0.00294917161981928,0.00227328412407834,0.0503255735256725,0.00031576234897626,0.0198381414310145,0.0269469318100753,0.0031209323443315,0.0356202796634532,0.00296480636623379,0.136952930578183,0.0911554170742143,0.121250190068117,0.126103936959965
